,,,,,,,,,,,,,,,,,,,,,,,,
Index,Key,Street Number,Street,Unit,Model,Units,Mutual,Bldg Date,Bldg Code,Phase,Parking Type,Building Type,Elvator (Y/N),SomeOneLives,Steps (Y/N),# of Front Steps,# of Back Steps,Distance to Drop,Distance to Parking,Parking Grade,Carport #,APN,Location,HoaAmount
3566,628-B,628,Avenida Sevilla,B,La Corona,3,Cooperative,8/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,161,231,B,460-11,62110107.00,"33.59946,-117.70542",$871.64 
3567,628-C,628,Avenida Sevilla,C,La Corona,3,Cooperative,8/1/1966,3B,1,Carport,Traditional,N,None,Y5,4,N/A,48,112,A,460-12,62110107.00,"33.59946,-117.70542",$891.04 
3902,684-A,684,Via Alhambra,A,La Corona,3,Cooperative,10/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,80,117,A,502-03,62110114.00,"33.5984,-117.70343",$985.85 
3903,684-B,684,Via Alhambra,B,La Corona,3,Cooperative,10/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,95,221,B,502-04,62110114.00,"33.5984,-117.70343",$881.07 
3904,684-C,684,Via Alhambra,C,La Corona,3,Cooperative,10/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,130,186,A,502-05,62110114.00,"33.5984,-117.70343","$1,036.46 "
3905,685-A,685,Via Alhambra,A,La Corona,3,Cooperative,10/1/1966,3B,1,Carport,Traditional,N,None,Y5,1,N/A,130,196,A,502-06,62110114.00,"33.5982,-117.70334",$862.66 
3906,685-B,685,Via Alhambra,B,La Corona,3,Cooperative,10/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,30,214,B,502-07,62110114.00,"33.5982,-117.70334",$871.90 
3907,685-C,685,Via Alhambra,C,La Corona,3,Cooperative,10/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,80,107,A,501-14,62110114.00,"33.5982,-117.70334",$874.81 
3944,693-A,693,Avenida Sevilla,A,La Corona,3,Cooperative,5/1/1966,3BR,1,Carport,Traditional,N,None,N,0,N/A,193,220,B,509-03,62111104,"33.59875,-117.71166","$1,045.43 "
3945,693-B,693,Avenida Sevilla,B,La Corona,3,Cooperative,5/1/1966,3BR,1,Carport,Traditional,N,None,N,0,0,214,220,B,509-01,62111104,"33.59875,-117.71166",$859.40 
3946,693-C,693,Avenida Sevilla,C,La Corona,3,Cooperative,5/1/1966,3BR,1,Carport,Traditional,N,None,N,0,N/A,263,282,B,509-02,62111104,"33.59875,-117.71166",$833.49 
3947,694-A,694,Avenida Sevilla,A,La Corona,3,Cooperative,5/1/1966,3B,1,Carport,Traditional,N,None,N,0,0,108,171,A,507-03,62111104,"33.59894,-117.71155",$929.88 
3948,694-B,694,Avenida Sevilla,B,La Corona,3,Cooperative,5/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,133,210,B,507-09,62111104,"33.59894,-117.71155",$885.71 
3949,694-C,694,Avenida Sevilla,C,La Corona,3,Cooperative,5/1/1966,3B,1,Carport,Traditional,N,None,N,0,0,165,231,B,509-07,62111104,"33.59894,-117.71155",$890.39 
4016,708-A,708,Avenida Majorca,A,La Corona,3,Cooperative,5/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,149,278,B,517-05,62111105,"33.59822,-117.7137",$887.00 
4017,708-B,708,Avenida Majorca,B,La Corona,3,Cooperative,5/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,136,210,B,517-04,62111105,"33.59822,-117.7137",$915.83 
4018,708-C,708,Avenida Majorca,C,La Corona,3,Cooperative,5/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,87,332,C,517-06,62111105,"33.59822,-117.7137",$890.60 
4019,709-A,709,Avenida Majorca,A,La Corona,3,Cooperative,5/1/1966,3BR,1,Carport,Traditional,N,None,N,0,N/A,146,265,B,528-05,62111105,"33.59833,-117.71396",$958.32 
4020,709-B,709,Avenida Majorca,B,La Corona,3,Cooperative,5/1/1966,3BR,1,Carport,Traditional,N,None,N,0,N/A,60,209,B,528-04,62111105,"33.59833,-117.71396",$777.38 
4021,709-C,709,Avenida Majorca,C,La Corona,3,Cooperative,5/1/1966,3BR,1,Carport,Traditional,N,None,N,0,N/A,78,316,C,528-06,62111105,"33.59833,-117.71396",$865.68 
4090,724-A,724,Avenida Majorca,A,La Corona,3,Cooperative,5/1/1966,3BR,1,Carport,Traditional,N,None,N,0,N/A,178,213,B,522-04,62111105,"33.59786,-117.71196",$905.48 
4091,724-B,724,Avenida Majorca,B,La Corona,3,Cooperative,5/1/1966,3BR,1,Carport,Traditional,N,None,Y5,1,N/A,46,330,C,522-07,62111105,"33.59786,-117.71196",$877.04 
4092,724-C,724,Avenida Majorca,C,La Corona,3,Cooperative,5/1/1966,3BR,1,Carport,Traditional,N,None,N,0,N/A,205,213,B,522-06,62111105,"33.59786,-117.71196",$866.86 
4093,725-A,725,Avenida Majorca,A,La Corona,3,Cooperative,5/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,176,219,B,522-03,62111105,"33.59795,-117.71221",$921.10 
4094,725-B,725,Avenida Majorca,B,La Corona,3,Cooperative,5/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,40,137,A,523-04,62111105,"33.59795,-117.71221",$895.33 
4095,725-C,725,Avenida Majorca,C,La Corona,3,Cooperative,5/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,203,222,B,522-05,62111105,"33.59795,-117.71221",$864.86 
4136,732-A,732,Avenida Majorca,A,La Corona,3,Cooperative,5/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,92,212,B,535-09,62111108,"33.59708,-117.71251",$806.26 
4137,732-B,732,Avenida Majorca,B,La Corona,3,Cooperative,5/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,173,293,B,532-04,62111108,"33.59708,-117.71251",$865.40 
4138,732-C,732,Avenida Majorca,C,La Corona,3,Cooperative,5/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,147,275,B,532-03,62111108,"33.59708,-117.71251",$804.80 
4139,733-A,733,Avenida Majorca,A,La Corona,3,Cooperative,5/1/1966,3BR,1,Carport,Traditional,N,None,N,0,N/A,92,222,B,535-10,62111108,"33.59689,-117.71263",$869.30 
4140,733-B,733,Avenida Majorca,B,La Corona,3,Cooperative,5/1/1966,3BR,1,Carport,Traditional,N,None,Y5,1,N/A,117,220,B,535-06,62111108,"33.59689,-117.71263",$929.14 
4141,733-C,733,Avenida Majorca,C,La Corona,3,Cooperative,5/1/1966,3BR,1,Carport,Traditional,N,None,N,0,N/A,147,283,B,535-11,62111108,"33.59689,-117.71263",$819.94 
4190,744-A,744,Avenida Majorca,A,La Corona,3,Cooperative,5/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,154,252,B,542-05,62111108,"33.59722,-117.71411",$827.64 
4191,744-B,744,Avenida Majorca,B,La Corona,3,Cooperative,5/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,73,204,B,542-04,62111108,"33.59722,-117.71411",$807.54 
4192,744-C,744,Avenida Majorca,C,La Corona,3,Cooperative,5/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,210,307,C,542-07,62111108,"33.59722,-117.71411",$909.64 
4193,745-A,745,Avenida Majorca,A,La Corona,3,Cooperative,5/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,154,242,B,539-09,62111108,"33.59731,-117.71434",$954.98 
4194,745-B,745,Avenida Majorca,B,La Corona,3,Cooperative,5/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,50,192,A,539-08,62111108,"33.59731,-117.71434",$787.51 
4195,745-C,745,Avenida Majorca,C,La Corona,3,Cooperative,5/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,210,268,B,539-03,62111108,"33.59731,-117.71434",$762.75 
4216,749-A,749,Avenida Majorca,A,La Corona,3,Cooperative,5/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,189,258,B,545-2,62111108,"33.59768,-117.71542",$909.30 
4217,749-B,749,Avenida Majorca,B,La Corona,3,Cooperative,5/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,118,197,A,545-1,62111108,"33.59768,-117.71542",$849.29 
4218,749-C,749,Avenida Majorca,C,La Corona,3,Cooperative,5/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,203,276,B,544-2,62111108,"33.59768,-117.71542",$756.90 
4219,750-A,750,Avenida Majorca,A,La Corona,3,Cooperative,5/1/1966,3BR,1,Carport,Traditional,N,None,N,0,N/A,189,228,B,545-5,62111108,"33.59744,-117.71555",$973.33 
4220,750-B,750,Avenida Majorca,B,La Corona,3,Cooperative,5/1/1966,3BR,1,Carport,Traditional,N,None,N,0,N/A,258,286,B,545-6,62111108,"33.59744,-117.71555",$870.69 
4221,750-C,750,Avenida Majorca,C,La Corona,3,Cooperative,5/1/1966,3BR,1,Carport,Traditional,N,None,N,0,N/A,203,266,B,544-03,62111108,"33.59744,-117.71555",$806.87 
4295,765-A,765,Calle Aragon,A,La Corona,3,Cooperative,9/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,119,148,A,554-02,62104116,"33.61224,-117.71637",$869.79 
4296,765-B,765,Calle Aragon,B,La Corona,3,Cooperative,9/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,127,215,B,554-03,62104116,"33.61224,-117.71637",$885.92 
4297,765-C,765,Calle Aragon,C,La Corona,3,Cooperative,9/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,161,188,A,554-04,62104116,"33.61224,-117.71637",$782.91 
4330,769-A,769,Calle Aragon,A,La Corona,3,Cooperative,2/1/1967,3B,1,Carport,Traditional,N,None,N,0,N/A,129,310,C,557-04,62104117,"33.61104,-117.71632",$811.51 
4331,769-B,769,Calle Aragon,B,La Corona,3,Cooperative,2/1/1967,3B,1,Carport,Traditional,N,None,N,0,N/A,215,273,B,557-06,62104117,"33.61104,-117.71632","$1,154.52 "
4332,769-C,769,Calle Aragon,C,La Corona,3,Cooperative,2/1/1967,3B,1,Carport,Traditional,N,None,N,0,N/A,181,405,C,557-07,62104117,"33.61104,-117.71632",$975.87 
4333,770-A,770,Calle Aragon,A,La Corona,3,Cooperative,2/1/1967,3BR,1,Carport,Traditional,N,None,Y5,1,N/A,117,331,C,557-05,62104117,"33.61082,-117.7163",$812.81 
4334,770-B,770,Calle Aragon,B,La Corona,3,Cooperative,2/1/1967,3BR,1,Carport,Traditional,N,None,Y5,1,2,38,325,C,557-03,62104117,"33.61082,-117.7163",$901.00 
4335,770-C,770,Calle Aragon,C,La Corona,3,Cooperative,2/1/1967,3BR,1,Carport,Traditional,N,None,N,0,N/A,183,350,C,557-02,62104117,"33.61082,-117.7163",$774.35 
4370,778-A,778,Via Los Altos,A,La Corona,3,Cooperative,8/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,62,132,A,563-04,62110113,"33.59895,-117.70212",$875.78 
4371,778-B,778,Via Los Altos,B,La Corona,3,Cooperative,8/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,126,183,A,563-01,62110113,"33.59895,-117.70212",$902.04 
4372,778-C,778,Via Los Altos,C,La Corona,3,Cooperative,8/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,123,174,A,563-02,62110113,"33.59895,-117.70212",$766.90 
4373,779-A,779,Via Los Altos,A,La Corona,3,Cooperative,8/1/1966,3BR,1,Carport,Traditional,N,None,N,0,N/A,62,142,A,563-05,62110113,"33.59874,-117.70206",$735.74 
4374,779-B,779,Via Los Altos,B,La Corona,3,Cooperative,8/1/1966,3BR,1,Carport,Traditional,N,None,N,0,N/A,106,116,A,563-06,62110113,"33.59874,-117.70206",$828.58 
4375,779-C,779,Via Los Altos,C,La Corona,3,Cooperative,8/1/1966,3BR,1,Carport,Traditional,N,None,N,0,N/A,123,184,A,563-03,62110113,"33.59874,-117.70206",$805.09 
4482,799-A,799,Via Los Altos,A,La Corona,3,Cooperative,11/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,171,204,B,579-01,62102212,"33.59682,-117.70288",$804.99 
4483,799-B,799,Via Los Altos,B,La Corona,3,Cooperative,11/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,120,300,C,579-02,62102212,"33.59682,-117.70288",$957.05 
4484,799-C,799,Via Los Altos,C,La Corona,3,Cooperative,11/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,84,264,B,579-03,62102212,"33.59682,-117.70288",$903.48 
4485,800-A,800,Via Los Altos,A,La Corona,3,Cooperative,11/1/1966,3BR,1,Carport,Traditional,N,None,N,0,N/A,204,244,B,579-04,62102212,"33.59681,-117.70262",$933.44 
4486,800-B,800,Via Los Altos,B,La Corona,3,Cooperative,11/1/1966,3BR,1,Carport,Traditional,N,None,N,0,N/A,74,149,A,579-05,62102212,"33.59681,-117.70262",$892.46 
4487,800-C,800,Via Los Altos,C,La Corona,3,Cooperative,11/1/1966,3BR,1,Carport,Traditional,N,None,N,0,N/A,91,246,B,579-06,62102212,"33.59681,-117.70262",$882.17 
4604,819-A,819,Via Alhambra,A,La Corona,3,Cooperative,11/1/1966,3BR,1,Carport,Traditional,N,None,N,0,N/A,83,294,B,598-01,62102205,"33.59692,-117.70332",$762.37 
4605,819-B,819,Via Alhambra,B,La Corona,3,Cooperative,11/1/1966,3BR,1,Carport,Traditional,N,None,N,0,N/A,30,298,B,597-01,62102205,"33.59692,-117.70332",$874.97 
4606,819-C,819,Via Alhambra,C,La Corona,3,Cooperative,11/1/1966,3BR,1,Carport,Traditional,N,None,N,0,N/A,37,168,A,597-02,62102205,"33.59692,-117.70332",$782.92 
4607,820-A,820,Via Alhambra,A,La Corona,3,Cooperative,11/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,120,210,B,598-02,62102205,"33.59671,-117.70353",$892.51 
4608,820-B,820,Via Alhambra,B,La Corona,3,Cooperative,11/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,82,132,A,598-03,62102205,"33.59671,-117.70353",$870.56 
4609,820-C,820,Via Alhambra,C,La Corona,3,Cooperative,11/1/1966,3B,1,Carport,Traditional,N,None,N,0,N/A,114,228,B,598-04,62102205,"33.59671,-117.70353",$765.21 
8381,3016-A,3016,Via Buena Vista,A,La Casita,4,Condominium,7/1/1971,PA04A,3,Carport,Traditional,N,None,N,0,N/A,58,103,A,3023-02,931-71-071,"33.61113,-117.73495",$780.93 
8382,3016-B,3016,Via Buena Vista,B,La Casita,4,Condominium,7/1/1971,PA04A,3,Carport,Traditional,N,None,N,0,N/A,80,110,A,3023-01,931-71-072,"33.61113,-117.73495",$780.93 
8383,3016-C,3016,Via Buena Vista,C,La Casita,4,Condominium,7/1/1971,PA04A,3,Carport,Traditional,N,None,N,0,N/A,86,151,A,3008-10,931-71-073,"33.61113,-117.73495",$780.93 
8384,3016-D,3016,Via Buena Vista,D,La Casita,4,Condominium,7/1/1971,PA04A,3,Carport,Traditional,N,None,N,0,N/A,62,127,A,3008-11,931-71-099,"33.61113,-117.73495",$780.93 
8389,3018-A,3018,Via Buena Vista,A,La Casita,4,Condominium,7/1/1971,PA04A,3,Carport,Traditional,N,None,N,0,N/A,61,111,A,3009-01,931-71-078,"33.61154,-117.73442",$780.93 
8390,3018-B,3018,Via Buena Vista,B,La Casita,4,Condominium,7/1/1971,PA04A,3,Carport,Traditional,N,None,N,0,N/A,75,129,A,3009-02,931-71-079,"33.61154,-117.73442",$780.93 
8391,3018-C,3018,Via Buena Vista,C,La Casita,4,Condominium,7/1/1971,PA04A,3,Carport,Traditional,N,None,N,0,N/A,106,276,B,3009-03,931-71-080,"33.61154,-117.73442",$780.93 
8392,3018-D,3018,Via Buena Vista,D,La Casita,4,Condominium,7/1/1971,PA04A,3,Carport,Traditional,N,None,N,0,N/A,70,254,B,3009-04,931-71-100,"33.61154,-117.73442",$780.93 
8435,3028-A,3028,Calle Sonara,A,La Casita,4,Condominium,9/1/1971,PA04,3,Carport,Traditional,N,None,N,0,N/A,68,120,A,3014-11,931-72-025,"33.6128,-117.73297",$780.93 
8436,3028-B,3028,Calle Sonara,B,La Casita,4,Condominium,9/1/1971,PA04,3,Carport,Traditional,N,None,N,0,N/A,95,147,A,3014-12,931-72-026,"33.6128,-117.73297",$780.93 
8445,3030-A,3030,Calle Sonara,A,La Casita,4,Condominium,9/1/1971,PA04A,3,Carport,Traditional,N,None,N,0,N/A,63,120,A,3015-08,931-72-035,"33.6131,-117.73295",$780.93 
8446,3030-B,3030,Calle Sonara,B,La Casita,4,Condominium,9/1/1971,PA04A,3,Carport,Traditional,N,None,N,0,N/A,85,134,A,3015-09,931-72-036,"33.6131,-117.73295",$780.93 
8447,3030-C,3030,Calle Sonara,C,La Casita,4,Condominium,9/1/1971,PA04A,3,Carport,Traditional,N,None,N,0,N/A,102,212,B,3015-10,931-72-037,"33.6131,-117.73295",$780.93 
8448,3030-D,3030,Calle Sonara,D,La Casita,4,Condominium,9/1/1971,PA04A,3,Carport,Traditional,N,None,N,0,N/A,70,110,A,3024-01,931-72-038,"33.6131,-117.73295",$780.93 
8505,3040-A,3040,Via Vista,A,La Casita,4,Condominium,9/1/1971,PA04,3,Carport,Traditional,N,None,N,0,N/A,92,154,A,3022-01,931-72-095,"33.6127,-117.73441",$780.93 
8506,3040-B,3040,Via Vista,B,La Casita,4,Condominium,9/1/1971,PA04,3,Carport,Traditional,N,None,N,0,N/A,71,123,A,3022-02,931-72-096,"33.6127,-117.73441",$780.93 
8512,3042-A,3042,Via Serena South,A,La Casita,4,Condominium,4/1/1972,PA04,3,Carport,Traditional,N,None,Y5,3,N/A,116,323,C,3025-04,931-90-004,"33.6142,-117.73442",$780.93 
8513,3042-B,3042,Via Serena South,B,La Casita,4,Condominium,4/1/1972,PA04,3,Carport,Traditional,N,None,N,0,N/A,138,351,C,3025-05,931-90-005,"33.6142,-117.73442",$780.93 
8550,3049-A,3049,Via Serena South,A,La Casita,4,Condominium,4/1/1972,PA04,3,Carport,Traditional,N,None,N,0,N/A,26,170,A,3030-05,931-90-042,"33.61361,-117.7337",$780.93 
8551,3049-B,3049,Via Serena South,B,La Casita,4,Condominium,4/1/1972,PA04,3,Carport,Traditional,N,None,N,0,N/A,24,204,B,3030-06,931-90-043,"33.61361,-117.7337",$780.93 
8578,3057-A,3057,Via Serena South,A,La Casita,4,Condominium,4/1/1972,PA04A,3,Carport,Traditional,N,None,N,0,N/A,21,127,A,3033-05,931-90-070,"33.61405,-117.73539",$780.93 
8579,3057-B,3057,Via Serena South,B,La Casita,4,Condominium,4/1/1972,PA04A,3,Carport,Traditional,N,None,N,0,N/A,21,159,A,3033-06,931-90-071,"33.61405,-117.73539",$780.93 
8580,3057-C,3057,Via Serena South,C,La Casita,4,Condominium,4/1/1972,PA04A,3,Carport,Traditional,N,None,Y5,2,N/A,46,116,A,3034-01,931-90-072,"33.61405,-117.73539",$780.93 
8581,3057-D,3057,Via Serena South,D,La Casita,4,Condominium,4/1/1972,PA04A,3,Carport,Traditional,N,None,Y5,2,N/A,75,95,A,3034-02,931-90-073,"33.61405,-117.73539",$780.93 
8582,3058-A,3058,Via Serena South,A,La Casita,4,Condominium,4/1/1972,PA04A,3,Carport,Traditional,N,None,N,0,N/A,49,112,A,3035-03,931-90-074,"33.61391,-117.73555",$780.93 
8583,3058-B,3058,Via Serena South,B,La Casita,4,Condominium,4/1/1972,PA04A,3,Carport,Traditional,N,None,N,0,N/A,75,109,A,3035-04,931-90-075,"33.61391,-117.73555",$780.93 
8584,3058-C,3058,Via Serena South,C,La Casita,4,Condominium,4/1/1972,PA04A,3,Carport,Traditional,N,None,N,0,N/A,24,205,B,3034-03,931-90-076,"33.61391,-117.73555",$780.93 
8585,3058-D,3058,Via Serena South,D,La Casita,4,Condominium,4/1/1972,PA04A,3,Carport,Traditional,N,None,N,0,N/A,28,227,B,3034-04,931-90-077,"33.61391,-117.73555",$780.93 
8586,3059-A,3059,Via Serena South,A,La Casita,4,Condominium,4/1/1972,PA04,3,Carport,Traditional,N,None,N,0,N/A,81,125,A,3035-01,931-90-078,"33.61391,-117.73589",$780.93 
8587,3059-B,3059,Via Serena South,B,La Casita,4,Condominium,4/1/1972,PA04,3,Carport,Traditional,N,None,N,0,N/A,108,162,A,3035-02,931-90-079,"33.61391,-117.73589",$780.93 
8590,3060-A,3060,Via Serena South,A,La Casita,4,Condominium,4/1/1972,PA04,3,Carport,Traditional,N,None,N,0,N/A,114,160,A,3036-05,931-90-082,"33.61402,-117.73613",$780.93 
8591,3060-B,3060,Via Serena South,B,La Casita,4,Condominium,4/1/1972,PA04,3,Carport,Traditional,N,None,N,0,N/A,80,163,A,3035-14,931-90-083,"33.61402,-117.73613",$780.93 
8598,3062-A,3062,Via Serena South,A,La Casita,4,Condominium,4/1/1972,PA04,3,Carport,Traditional,N,None,N,0,N/A,180,233,B,3036-06,931-90-090,"33.61441,-117.73611",$780.93 
8599,3062-B,3062,Via Serena South,B,La Casita,4,Condominium,4/1/1972,PA04,3,Carport,Traditional,N,None,N,0,N/A,194,203,B,3037-01,931-90-091,"33.61441,-117.73611",$780.93 
8640,3074-A,3074,Via Serena North,A,La Casita,4,Condominium,4/1/1972,PA04,3,Carport,Traditional,N,None,Y5,2,N/A,80,235,B,3039-07,931-90-132,"33.61493,-117.73627",$780.93 
8641,3074-B,3074,Via Serena North,B,La Casita,4,Condominium,4/1/1972,PA04,3,Carport,Traditional,N,None,N,0,N/A,54,223,B,3039-08,931-90-133,"33.61493,-117.73627",$780.93 
8844,3119-A,3119,Via Serena North,A,La Casita,4,Condominium,8/1/1972,PA04A,3,Carport,Traditional,N,None,N,0,N/A,108,179,A,3065-04,932-20-085,"33.61612,-117.73476",$780.93 
8845,3119-B,3119,Via Serena North,B,La Casita,4,Condominium,8/1/1972,PA04A,3,Carport,Traditional,N,None,Y5,2,N/A,72,154,A,3065-03,932-20-086,"33.61612,-117.73476",$780.93 
8846,3119-C,3119,Via Serena North,C,La Casita,4,Condominium,8/1/1972,PA04A,3,Carport,Traditional,N,None,N,0,N/A,122,158,A,3065-07,932-20-087,"33.61612,-117.73476",$780.93 
8847,3119-D,3119,Via Serena North,D,La Casita,4,Condominium,8/1/1972,PA04A,3,Carport,Traditional,N,None,N,0,N/A,156,182,A,3065-08,932-20-088,"33.61612,-117.73476",$780.93 
8880,3126-A,3126,Via Serena North,A,La Casita,4,Condominium,8/1/1972,PA04A,3,Carport,Traditional,N,None,N,0,N/A,191,222,B,3069-01,932-20-121,"33.61701,-117.73394",$780.93 
8881,3126-B,3126,Via Serena North,B,La Casita,4,Condominium,8/1/1972,PA04A,3,Carport,Traditional,N,None,N,0,N/A,154,195,A,3069-02,932-20-122,"33.61701,-117.73394",$780.93 
8882,3126-C,3126,Via Serena North,C,La Casita,4,Condominium,8/1/1972,PA04A,3,Carport,Traditional,N,None,N,0,N/A,44,97,A,3070-09,932-20-123,"33.61701,-117.73394",$780.93 
8883,3126-D,3126,Via Serena North,D,La Casita,4,Condominium,8/1/1972,PA04A,3,Carport,Traditional,N,None,N,0,N/A,31,104,A,3070-10,932-20-124,"33.61701,-117.73394",$780.93 
8796,3110-A,3110,Via Serena South,A,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Above,Y,9,N/A,140,180,A,3060-05,932-20-037,"33.61672,-117.733",$780.93 
8797,3110-B,3110,Via Serena South,B,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Above,Y,9,N/A,140,184,A,3060-06,932-20-038,"33.61672,-117.733",$780.93 
8798,3110-C,3110,Via Serena South,C,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Above,Y,9,N/A,112,152,A,3060-07,932-20-039,"33.61672,-117.733",$780.93 
8799,3110-D,3110,Via Serena South,D,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Above,Y,9,N/A,112,162,A,3060-08,932-20-040,"33.61672,-117.733",$780.93 
8800,3110-N,3110,Via Serena South,N,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Below,Y,9,N/A,140,184,A,3060-09,932-20-041,"33.61672,-117.733",$780.93 
8801,3110-O,3110,Via Serena South,O,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Below,Y,9,N/A,140,173,A,3060-10,932-20-042,"33.61672,-117.733",$780.93 
8802,3110-P,3110,Via Serena South,P,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Below,Y,9,N/A,112,192,A,3060-11,932-20-043,"33.61672,-117.733",$780.93 
8803,3110-Q,3110,Via Serena South,Q,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Below,Y,9,N/A,112,199,A,3060-12,932-20-044,"33.61672,-117.733",$780.93 
8804,3111-A,3111,Via Serena South,A,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Above,Y,9,N/A,110,156,A,3059-01,932-20-045,"33.61629,-117.733",$780.93 
8805,3111-B,3111,Via Serena South,B,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Above,Y,9,N/A,110,146,A,3059-02,932-20-046,"33.61629,-117.733",$780.93 
8806,3111-C,3111,Via Serena South,C,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Above,Y,9,N/A,108,160,A,3058-07,932-20-047,"33.61629,-117.733",$780.93 
8807,3111-D,3111,Via Serena South,D,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Above,Y,9,N/A,108,167,A,3058-08,932-20-048,"33.61629,-117.733",$780.93 
8808,3111-N,3111,Via Serena South,N,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Below,Y,9,N/A,110,159,A,3058-11,932-20-049,"33.61629,-117.733",$780.93 
8809,3111-O,3111,Via Serena South,O,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Below,Y,9,N/A,110,166,A,3058-12,932-20-050,"33.61629,-117.733",$780.93 
8810,3111-P,3111,Via Serena South,P,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Below,Y,9,N/A,108,173,A,3058-09,932-20-051,"33.61629,-117.733",$780.93 
8811,3111-Q,3111,Via Serena South,Q,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Below,Y,9,N/A,108,184,A,3058-10,932-20-052,"33.61629,-117.733",$780.93 
8812,3112-A,3112,Via Serena South,A,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Above,Y,9,N/A,222,276,B,3054-01,932-20-053,"33.61583,-117.73298",$780.93 
8813,3112-B,3112,Via Serena South,B,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Above,Y,9,N/A,222,286,B,3054-02,932-20-054,"33.61583,-117.73298",$780.93 
8814,3112-C,3112,Via Serena South,C,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Above,Y,9,N/A,248,284,B,3055-03,932-20-055,"33.61583,-117.73298",$780.93 
8815,3112-D,3112,Via Serena South,D,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Above,Y,9,N/A,248,274,B,3055-04,932-20-056,"33.61583,-117.73298",$780.93 
8816,3112-N,3112,Via Serena South,N,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Below,Y,11,N/A,222,279,B,3054-03,932-20-057,"33.61583,-117.73298",$780.93 
8817,3112-O,3112,Via Serena South,O,La Brisa,8,Condominium,7/1/1972,HH08_2,3,Carport,Traditional,N,Below,Y,11,N/A,222,269,B,3054-04,932-20-058,"33.61583,-117.73298",$780.93 
